,total_num,average_revenue,rating,voting_total
Travis Romero,1.0,0.0,4.8,5.0
Anna Mastro,1.0,0.0,5.299999999999999,26.0
Jamel Debbouze,1.0,0.0,5.3,125.0
Brian Gibson,2.0,0.0,6.126086956521739,161.0
John Gray,1.0,0.0,4.7,100.0
Gene Teigland,1.0,0.0,0.0,0.0
Scott Ziehl,1.0,0.0,6.0,2.0
Richard Montoya,1.0,0.0,3.0,1.0
Johanna Schwartz,1.0,0.0,5.0,1.0
Thomas Lilti,1.0,0.0,6.0,63.0
U. Roberto Romano,1.0,0.0,0.0,0.0
Randy Moore,1.0,0.0,4.8,87.0
Amy Holden Jones,1.0,0.0,4.6,4.0
Blaž Završnik,1.0,0.0,6.0,1.0
Melville Shavelson,1.0,0.0,6.200000000000001,26.0
Joe Camp,1.0,0.0,6.1,35.0
Matt Walsh,1.0,0.0,5.8,22.0
Andrei Tarkovsky,1.0,0.0,7.7,357.0
Marilyn Agrelo,1.0,0.0,7.2,8.0
Brian Baugh,1.0,0.0,6.200000000000001,21.0
Patrick Creadon,1.0,0.0,7.3,10.0
Michael Clancy,1.0,0.0,6.4,34.0
Kurt Hale,2.0,0.0,6.15,8.0
Siddiq Barmak,1.0,0.0,6.3,32.0
Chris Atkins,1.0,0.0,6.2,5.0
H.M. Coakley,1.0,0.0,5.2,16.0
Étienne Faure,1.0,0.0,6.2,11.0
Holger Tappe,1.0,0.0,5.5,90.0
Ramaa Mosley,1.0,0.0,5.8,160.0
Taedong Park,1.0,0.0,6.5,1.0
Kelly Makin,1.0,0.0,5.3,140.0
Kari Skogland,1.0,0.0,6.1,35.0
Mariette Monpierre,1.0,0.0,0.0,0.0
Tommy Oliver,1.0,0.0,5.0,1.0
Joan Chen,1.0,0.0,5.7,135.0
Rich Christiano,1.0,0.0,5.2,9.0
Natalie Bible',1.0,0.0,2.0,1.0
Asghar Farhadi,1.0,0.0,7.7,469.0
Justin Molotnikov,1.0,0.0,7.0,1.0
G.W. Pabst,1.0,0.0,7.6,45.0
Catherine Jelski,1.0,0.0,0.0,0.0
Christopher Scott Cherot,1.0,0.0,0.0,0.0
Shane Dawson,1.0,0.0,3.7,25.0
Ryan Little,1.0,0.0,6.6,98.0
Clark Baker,1.0,0.0,5.9,8.0
Dave Willis,1.0,0.0,6.5,35.0
Matt Maiellaro,1.0,0.0,6.5,35.0
Gordon Chan,1.0,0.0,5.3,281.0
Robert Adetuyi,1.0,0.0,4.3,16.0
Olly Blackburn,1.0,0.0,4.5,52.0
Christopher Hutson,1.0,0.0,3.8,4.0
David LaChapelle,1.0,0.0,5.9,13.0
Caryn Waechter,1.0,0.0,6.5,31.0
Emily Dell,1.0,0.0,5.5,7.0
Andrew Traucki,1.0,0.0,5.4,130.0
Greg Harrison,2.0,0.0,5.147058823529412,17.0
Álex de la Iglesia,1.0,0.0,5.700000000000001,188.0
Robert Lorenz,1.0,0.0,6.6,366.0
Lucio Fulci,1.0,0.0,6.6,117.0
Paul Fox,1.0,0.0,5.5,22.0
Cassandra Nicolaou,1.0,0.0,5.6,4.0
Ingmar Bergman,1.0,0.0,7.8,115.0
Paul Hunter,1.0,0.0,5.1,278.0
Roger Nygard,1.0,0.0,6.3,22.0
Mor Loushy,1.0,0.0,5.1,8.0
Sam Firstenberg,1.0,0.0,4.9,49.0
Doug Block,1.0,0.0,6.8,6.0
Chad Kapper,1.0,0.0,4.7,3.0
Julio DePietro,1.0,0.0,5.4,59.0
Michael Meredith,1.0,0.0,4.8,19.0
Niall Johnson,1.0,0.0,0.0,0.0
Eric Schaeffer,1.0,0.0,4.0,3.0
Eric Mendelsohn,1.0,0.0,4.8,4.0
Kim Longinotto,1.0,0.0,7.3,2.0
Florence Ayisi,1.0,0.0,7.3,2.0
Michael Roemer,1.0,0.0,7.0,2.0
Eddie O'Flaherty,1.0,0.0,5.3,4.0
Babar Ahmed,1.0,0.0,2.7999999999999994,6.0
John D. Hancock,1.0,0.0,7.0,1.0
Kevin Donovan,1.0,0.0,5.3,483.0
Jason Marsden,1.0,0.0,6.8,3.0
Bruce Dellis,1.0,0.0,6.8,3.0
Pece Dingo,1.0,0.0,0.0,0.0
Jerome Elston Scott,1.0,0.0,0.0,0.0
Matt Jackson,1.0,0.0,5.0,2.0
Katherine Dieckmann,1.0,0.0,4.7,44.0
Sue Corcoran,1.0,0.0,1.0,1.0
Joe Roth,2.0,0.0,5.369887640449438,445.0
Neema Barnette,1.0,0.0,5.3,4.0
Scott Marshall Smith,1.0,0.0,3.9,29.0
Molly Bernstein,1.0,0.0,7.1,17.0
Marius Markevicius,1.0,0.0,6.9,7.0
Tom DiCillo,1.0,0.0,4.7,13.0
Alex Smith,1.0,0.0,6.2,9.0
Andrew J. Smith,1.0,0.0,6.2,9.0
Chuck Bowman,1.0,0.0,4.3,13.0
Jonathan Parker,1.0,0.0,4.0,1.0
Sol Tryon,1.0,0.0,5.0,1.0
Alex Craig Mann,1.0,0.0,4.5,34.0
Stephen Kijak,1.0,0.0,7.0,8.0
William Gazecki,1.0,0.0,0.0,0.0
Michael Hoffman Jr.,1.0,0.0,3.5,14.0
Aaron T. Wells,1.0,0.0,3.5,14.0
Georgia Hilton,1.0,0.0,3.4,4.0
Jack Heller,1.0,0.0,6.5,49.0
Fernando Baez Mella,1.0,0.0,0.0,0.0
Warren Sheppard,1.0,0.0,5.2,3.0
Justin Paul Miller,1.0,0.0,0.0,0.0
Joel Paul Reisig,2.0,0.0,5.5,3.0
Catherine Gund,1.0,0.0,5.0,1.0
Matthew Watts,1.0,0.0,0.0,0.0
Kay Pollak,1.0,0.0,6.9,42.0
Eric England,1.0,0.0,4.2,5.0
Jim Jarmusch,1.0,0.0,7.199999999999999,298.0
Brett Winn,1.0,0.0,6.3,16.0
Miranda July,1.0,0.0,7.0,107.0
Allen Coulter,1.0,0.0,6.9,948.0
George Jackson,1.0,0.0,4.7,21.0
Jesse Vaughan,1.0,0.0,4.2,20.0
Maurice Joyce,1.0,0.0,5.4,22.0
Robert Duvall,1.0,0.0,6.1,38.0
Frank Perry,1.0,0.0,6.5,54.0
Eric Lartigau,1.0,0.0,7.0,766.0
Ice Cube,1.0,0.0,6.4,14.0
Jérôme Salle,1.0,0.0,6.7,172.0
Kang Woo-Suk,1.0,0.0,6.6,28.0
Vicente Amorim,1.0,0.0,6.3,29.0
Bruce Paltrow,1.0,0.0,5.5,34.0
Ronald Neame,1.0,0.0,5.1,36.0
Mickey Liddell,1.0,0.0,4.3,48.0
Jim Goddard,1.0,0.0,2.9,15.0
Fred Walton,1.0,0.0,5.8,73.0
Peter Kosminsky,1.0,0.0,7.2,108.0
Peter Flinth,1.0,0.0,6.4,76.0
Perry Andelin Blake,1.0,0.0,3.7,78.0
Howard Zieff,2.0,0.0,6.807547169811321,530.0
Arthur Qwak,1.0,0.0,6.5,129.0
Bill Duke,1.0,0.0,6.3,9.0
Mamoru Hosoda,1.0,0.0,6.2,72.0
Shigeyasu Yamauchi,1.0,0.0,6.2,72.0
Brian Dannelly,1.0,0.0,6.3,147.0
Guillaume Ivernel,1.0,0.0,6.5,129.0
J.S. Cardone,1.0,0.0,4.9,47.0
Doug McHenry,1.0,0.0,4.7,21.0
William Bindley,1.0,0.0,5.3,3.0
Gérard Krawczyk,1.0,0.0,6.2,283.0
Vipul Amrutlal Shah,1.0,0.0,6.6,29.0
Gary Sinyor,1.0,0.0,10.0,1.0
Tina Gordon Chism,1.0,0.0,5.6,26.0
Darren Grant,1.0,0.0,6.4,71.0
Joseph Gordon-Levitt,1.0,0.0,5.900000000000001,1671.0
Wil Shriner,1.0,0.0,5.5,44.0
Christophe Barratier,1.0,0.0,7.5,526.0
Dan Curtis,1.0,0.0,4.7,3.0
Sajid Khan,1.0,0.0,5.2,29.0
Aki Kaurismäki,1.0,0.0,6.8,97.0
Hitoshi Matsumoto,1.0,0.0,5.4,31.0
Mark Piznarski,1.0,0.0,5.400000000000001,48.0
Collin Schiffli,1.0,0.0,6.2,9.0
George Ratliff,1.0,0.0,5.6,28.0
Steve Gomer,1.0,0.0,2.9,8.0
Jon Wright,1.0,0.0,6.0,140.0
Michael McGowan,1.0,0.0,7.3,24.0
Albert Brooks,1.0,0.0,5.3,31.0
Rohan Sippy,1.0,0.0,5.4,7.0
Bryan Barber,1.0,0.0,5.1,17.0
Mike Nawrocki,2.0,0.0,6.13404255319149,47.0
Tom Green,1.0,0.0,4.6,115.0
Stephan Elliott,2.0,0.0,6.02,150.0
Martin Weisz,1.0,0.0,5.2,351.0
Joe Berlinger,1.0,0.0,4.3,212.0
Gillian Armstrong,2.0,0.0,6.916666666666667,240.0
Jay Levey,1.0,0.0,6.700000000000001,89.0
Scott Marshall,1.0,0.0,5.2,18.0
Christopher Bessette,1.0,0.0,5.5,12.0
Carlos Saura,1.0,0.0,6.8,6.0
Jeremy Brock,1.0,0.0,6.299999999999999,47.0
Scott Foley,1.0,0.0,5.5,76.0
Christophe Ali,1.0,0.0,4.8,4.0
Nicolas Bonilauri,1.0,0.0,4.8,4.0
Gabriela Tagliavini,1.0,0.0,4.6,8.0
Shona Auerbach,1.0,0.0,7.0,46.0
Leonard Farlinger,1.0,0.0,1.0,1.0
Michel Leclerc,1.0,0.0,7.3,93.0
Analeine Cal y Mayor,1.0,0.0,5.599999999999999,6.0
Tom Kalin,1.0,0.0,5.7,60.0
Tran Anh Hung,1.0,0.0,5.6,20.0
Walter Lang,2.0,0.0,6.2592592592592595,27.0
Jamie Thraves,1.0,0.0,5.5,29.0
Ian Iqbal Rashid,1.0,0.0,3.0,6.0
Mike van Diem,1.0,0.0,7.7,25.0
Bob Dolman,1.0,0.0,5.5,62.0
René Féret,1.0,0.0,6.200000000000001,13.0
Barry Skolnick,1.0,0.0,6.0,157.0
Johnnie To,1.0,0.0,7.0,46.0
Nils Gaup,1.0,0.0,6.1,14.0
Lukas Moodysson,1.0,0.0,7.699999999999999,139.0
Zack Ward,1.0,0.0,5.3,11.0
Kabir Sadanand,1.0,0.0,5.3,2.0
Peter DeLuise,1.0,0.0,6.9,35.0
Hal Needham,1.0,0.0,3.5,15.0
Kevin Sullivan,1.0,0.0,8.2,68.0
Frank LaLoggia,1.0,0.0,6.3,25.0
Shintaro Shimosawa,1.0,0.0,5.3,149.0
Lance Hool,1.0,0.0,9.3,2.0
Jiří Menzel,1.0,0.0,7.0,22.0
Gary Halvorson,1.0,0.0,6.3,14.0
Trent Cooper,1.0,0.0,3.3,17.0
Jerry Belson,1.0,0.0,4.6,5.0
Robert Harmon,2.0,0.0,5.154922279792746,193.0
Erik White,1.0,0.0,5.6,54.0
John Robert Hoffman,1.0,0.0,4.7,30.0
Billy Kent,1.0,0.0,5.8,27.0
Tom Elkins,1.0,0.0,5.6,175.0
Feroz Abbas Khan,1.0,0.0,6.0,2.0
Errol Morris,1.0,0.0,6.6,14.0
Dennis Hopper,2.0,0.0,6.191428571428571,35.0
Robert Sarkies,2.0,0.0,6.191428571428571,35.0
Matt Dillon,1.0,0.0,5.4,18.0
Nicholas Fackler,1.0,0.0,6.200000000000001,13.0
Richard Wallace,1.0,0.0,6.6,4.0
Morgan J. Freeman,2.0,0.0,5.2846153846153845,13.0
Matthew Hastings,1.0,0.0,4.7,33.0
Klaus Menzel,1.0,0.0,3.8,4.0
David Hayter,1.0,0.0,5.7,82.0
Paul Andrew Williams,2.0,0.0,6.359649122807017,114.0
William H. Macy,1.0,0.0,7.4,105.0
Barrett Esposito,1.0,0.0,3.0,3.0
Vicky Jewson,1.0,0.0,4.1,7.0
Marcia Bennett,1.0,0.0,0.0,0.0
Stanton Barrett,1.0,0.0,3.5,36.0
Peter Kassovitz,1.0,0.0,6.0,90.0
Charles Matthau,1.0,0.0,4.9,18.0
Ivan Engler,1.0,0.0,5.9,140.0
W.S. Van Dyke,1.0,0.0,8.4,11.0
Michael Winnick,1.0,0.0,4.1,16.0
Wallace Wolodarsky,1.0,0.0,4.6,47.0
David Oelhoffen,1.0,0.0,6.6000000000000005,43.0
Ernest R. Dickerson,1.0,0.0,6.700000000000001,94.0
Charles Robert Carner,1.0,0.0,4.0,26.0
Claude Miller,1.0,0.0,7.0,3.0
Sacha Bennett,1.0,0.0,5.8,2.0
Jeta Amata,1.0,0.0,6.4,4.0
Siddharth Anand,1.0,0.0,6.0,13.0
Vincent Paronnaud,1.0,0.0,7.7,450.0
Marjane Satrapi,1.0,0.0,7.7,450.0
Ernie Barbarash,2.0,0.0,5.5,134.0
John Cromwell,1.0,0.0,8.4,11.0
Alex Zamm,1.0,0.0,2.7,13.0
Benedek Fliegauf,1.0,0.0,5.9,92.0
John H. Lee,1.0,0.0,5.8,29.0
Giuliano Montaldo,1.0,0.0,7.3,6.0
Patrice Leconte,1.0,0.0,6.7,11.0
Sharron Miller,1.0,0.0,4.0,3.0
Aaron Schneider,1.0,0.0,6.5,100.0
Tom Ford,1.0,0.0,7.3,463.0
Kevin Brodie,1.0,0.0,6.400000000000001,6.0
Jez Butterworth,1.0,0.0,6.1,103.0
John Stephenson,1.0,0.0,5.8,8.0
Tim Chambers,1.0,0.0,5.0,15.0
Dick Richards,1.0,0.0,6.2,16.0
James Nunn,1.0,0.0,5.4,33.0
Darnell Martin,1.0,0.0,6.8999999999999995,86.0
Keith Parmer,1.0,0.0,4.6,21.0
Scott Alexander,1.0,0.0,4.9,23.0
David Winters,1.0,0.0,4.3,2.0
Timothy Hines,1.0,0.0,4.3,5.0
Christopher Smith,2.0,0.0,6.791805377720872,781.0
Alan Rudolph,1.0,0.0,5.2,28.0
Lajos Koltai,1.0,0.0,6.5,28.0
Fina Torres,1.0,0.0,5.5,46.0
Peter Care,1.0,0.0,6.400000000000001,53.0
Jon Poll,1.0,0.0,6.5,225.0
Antonia Bird,1.0,0.0,6.9,141.0
Fred Schepisi,1.0,0.0,6.0,22.0
Michael Winner,1.0,0.0,4.3,4.0
Tomm Moore,1.0,0.0,7.3,181.0
Nora Twomey,1.0,0.0,7.3,181.0
Ken Shapiro,1.0,0.0,5.6,23.0
Mabel Cheung,1.0,0.0,6.3,5.0
Edward Hall,1.0,0.0,4.9,8.0
Keith Gordon,1.0,0.0,5.9,41.0
Masayuki Ochiai,1.0,0.0,5.3,180.0
Luke Wilson,1.0,0.0,5.2,16.0
Andrew Wilson,1.0,0.0,5.2,16.0
Marc Schölermann,1.0,0.0,5.6,144.0
Coky Giedroyc,1.0,0.0,6.9,37.0
Barnaby Thompson,1.0,0.0,5.6,142.0
Larry Karaszewski,1.0,0.0,4.9,23.0
Agnieszka Holland,1.0,0.0,6.200000000000001,42.0
Blair Hayes,1.0,0.0,5.1,163.0
Lisa Azuelos,1.0,0.0,5.9,881.0
Katja von Garnier,1.0,0.0,5.4,87.0
Ray Lawrence,1.0,0.0,5.7,25.0
Julien Temple,1.0,0.0,4.5,2.0
Derek Yee Tung-Sing,1.0,0.0,6.7,65.0
Daniele Luchetti,1.0,0.0,7.3,12.0
Gerry Lively,1.0,0.0,4.8,36.0
Gabe Ibáñez,1.0,0.0,5.6,670.0
Juraj Jakubisko,1.0,0.0,5.6,31.0
Matt Piedmont,1.0,0.0,5.5,103.0
Dito Montiel,1.0,0.0,4.8,92.0
Darrell James Roodt,1.0,0.0,5.2,5.0
Zach Cregger,1.0,0.0,5.4,77.0
Trevor Moore,1.0,0.0,5.4,77.0
Andrey Zvyagintsev,1.0,0.0,7.4,100.0
Ruairi Robinson,1.0,0.0,5.2,302.0
Thaddeus O'Sullivan,1.0,0.0,7.7,5.0
Khalil Sullins,1.0,0.0,5.5,31.0
Patrick Stettner,2.0,0.0,5.55,76.0
Antonio Banderas,1.0,0.0,6.5,12.0
Michael Crichton,1.0,0.0,6.6,74.0
Sadullah Şentürk,1.0,0.0,4.3,7.0
Serdar Akar,1.0,0.0,4.3,7.0
Joey Lauren Adams,1.0,0.0,5.9,10.0
Michael Chapman,1.0,0.0,4.8,27.0
Greg Marcks,1.0,0.0,6.8,206.0
Perry Lang,1.0,0.0,5.4,29.0
Jake Goldberger,1.0,0.0,5.4,21.0
Jim O'Hanlon,1.0,0.0,7.6000000000000005,38.0
Peter Cousens,1.0,0.0,5.8,9.0
Gary Hardwick,1.0,0.0,6.5,10.0
Vidhu Vinod Chopra,1.0,0.0,5.0,10.0
Phil Vischer,1.0,0.0,6.4,22.0
Craig Bolotin,1.0,0.0,6.6,7.0
Bob Saget,2.0,0.0,5.956962025316456,79.0
Richard E. Grant,1.0,0.0,6.3,8.0
David Lam,1.0,0.0,5.8,5.0
Bronwen Hughes,1.0,0.0,5.7,46.0
Gene Quintano,1.0,0.0,5.7,157.0
Richard Rich,1.0,0.0,6.5,4.0
Ed Decter,1.0,0.0,5.7,151.0
Kim Nguyen,1.0,0.0,6.8,27.0
Jackie Earle Haley,1.0,0.0,5.8,110.0
Max Färberböck,1.0,0.0,6.3,20.0
Arie Posin,1.0,0.0,6.7,62.0
Damian Nieman,1.0,0.0,6.1,73.0
Bo Zenga,1.0,0.0,4.0,97.0
Ian Fitzgibbon,1.0,0.0,5.1,24.0
Alan Alda,1.0,0.0,6.3,16.0
Caroline Link,1.0,0.0,7.0,32.0
Chao-Bin Su,1.0,0.0,6.7,57.0
Alain Resnais,1.0,0.0,5.8,22.0
Hans Petter Moland,1.0,0.0,7.0,6.0
James Fargo,1.0,0.0,5.8,1.0
Ian Sharp,1.0,0.0,6.0,16.0
Stephen Carpenter,1.0,0.0,4.4,49.0
Emilio Estevez,1.0,0.0,6.4,119.0
Alan Cohn,1.0,0.0,5.6,49.0
István Szabó,1.0,0.0,6.4,23.0
Beto Gómez,1.0,0.0,6.1,18.0
Ralph Etter,1.0,0.0,5.9,140.0
Kurt Engfehr,1.0,0.0,7.1,47.0
Paolo Monico,1.0,0.0,0.0,0.0
Youssef Delara,2.0,0.0,5.258333333333334,24.0
Victor Teran,1.0,0.0,4.8,14.0
Darin Scott,1.0,0.0,4.6,16.0
Christian Sesma,1.0,0.0,2.8,10.0
Monte Hellman,1.0,0.0,6.0,1.0
Brian Caunter,1.0,0.0,6.1,5.0
Chris D'Arienzo,1.0,0.0,6.3,22.0
Isaac Florentine,1.0,0.0,4.9,54.0
Leon Ford,1.0,0.0,6.1,34.0
Hank Braxtan,1.0,0.0,4.3,12.0
Mario Van Peebles,2.0,0.0,4.2125,32.0
Rajkumar Hirani,1.0,0.0,7.6,44.0
Emily Young,1.0,0.0,5.8,75.0
Rohit Jugraj,1.0,0.0,9.5,2.0
Kresten Vestbjerg Andersen,1.0,0.0,4.9,10.0
Thorbjørn Christoffersen,1.0,0.0,4.9,10.0
Alex van Warmerdam,1.0,0.0,7.0,3.0
Frank Sebastiano,1.0,0.0,5.3,22.0
Jonathan English,1.0,0.0,6.2,227.0
André Téchiné,1.0,0.0,5.6,10.0
Ning Hao,2.0,0.0,7.085714285714285,35.0
Tony Giglio,1.0,0.0,5.2,38.0
Macha Makeïeff,1.0,0.0,3.8,7.0
Pascal Hérold,1.0,0.0,3.8,7.0
Michael Jai White,1.0,0.0,5.8,136.0
Craig Moss,2.0,0.0,3.064516129032258,62.0
Márcio Garcia,1.0,0.0,5.2,18.0
Jeff Kanew,1.0,0.0,5.6,56.0
Patricia Cardoso,2.0,0.0,5.57391304347826,23.0
Peter M. Cohen,1.0,0.0,3.1,11.0
Anthony Hickox,1.0,0.0,5.2,38.0
Tom Schulman,1.0,0.0,5.4,39.0
Jill Sprecher,2.0,0.0,6.126315789473685,38.0
Mary McGuckian,1.0,0.0,5.4,15.0
David Nixon,1.0,0.0,6.5,37.0
Patrick Doughtie,1.0,0.0,6.5,37.0
Enrique Begné,1.0,0.0,5.2,17.0
Matthew Bright,1.0,0.0,6.5,95.0
Michael Landon Jr.,2.0,0.0,5.9913043478260875,23.0
Bobby Roth,1.0,0.0,3.7000000000000006,3.0
Tatiana von Furstenberg,1.0,0.0,5.4,32.0
Tim Heidecker,1.0,0.0,5.2,34.0
Eric Wareheim,1.0,0.0,5.2,34.0
Michael Worth,1.0,0.0,6.3,2.0
Kate Connor,1.0,0.0,6.3,2.0
Deon Taylor,1.0,0.0,3.8999999999999995,37.0
Jason Alexander,1.0,0.0,5.8,5.0
Conor McPherson,1.0,0.0,6.1,15.0
George Gallo,2.0,0.0,5.585714285714286,28.0
Philip Zlotorynski,1.0,0.0,3.0,5.0
Lance Kawas,1.0,0.0,0.0,0.0
Francesca Gregorini,1.0,0.0,5.4,32.0
Joe Cross,1.0,0.0,7.1,47.0
Jérôme Deschamps,1.0,0.0,3.8,7.0
Nnegest Likké,1.0,0.0,3.7,10.0
Ole Christian Madsen,1.0,0.0,6.8,68.0
Jeff McGrath,1.0,0.0,5.8,44.0
Cathy Malkasian,1.0,0.0,5.8,44.0
Jaco Booyens,1.0,0.0,0.0,0.0
Jon Gunn,3.0,0.0,6.493939393939393,66.0
Hayley Cloake,1.0,0.0,5.7,5.0
Oleg Stepchenko,1.0,0.0,4.9,71.0
Shyam Madiraju,1.0,0.0,5.6,19.0
Harmage Singh Kalirai,1.0,0.0,3.5,5.0
Rita Merson,1.0,0.0,5.400000000000001,12.0
Stephen Greene,1.0,0.0,3.9,95.0
Michael Cohn,1.0,0.0,6.0,62.0
Petter Næss,1.0,0.0,7.0,51.0
Neil Mcenery-West,1.0,0.0,5.1,36.0
Anthony O'Brien,1.0,0.0,4.1,15.0
Lloyd Kaufman,3.0,0.0,6.012953367875648,193.0
Michael Herz,2.0,0.0,6.043421052631579,152.0
Menno Meyjes,1.0,0.0,6.799999999999999,79.0
Liu Chia-Liang,1.0,0.0,7.2,242.0
Saul Dibb,1.0,0.0,6.700000000000001,396.0
Callie Khouri,2.0,0.0,5.804878048780488,205.0
Janusz Kamiński,1.0,0.0,4.5,38.0
Liliana Cavani,1.0,0.0,6.6,69.0
Chris Eyre,1.0,0.0,6.599999999999999,24.0
Maksim Fadeev,1.0,0.0,6.4,7.0
Olivier Dahan,1.0,0.0,5.8,195.0
John Eng,1.0,0.0,5.6,61.0
Damien Dante Wayans,1.0,0.0,4.7,71.0
James Bridges,1.0,0.0,4.7,28.0
Jeff Lowell,1.0,0.0,5.3,145.0
Jeffrey W. Byrd,1.0,0.0,5.1,14.0
Marcos Siega,1.0,0.0,5.5,28.0
Éric Tessier,1.0,0.0,6.9,8.0
Alison Maclean,1.0,0.0,6.7,22.0
Alice Wu,1.0,0.0,6.8,32.0
Sarah Gavron,1.0,0.0,5.2,15.0
Joshua Tickell,1.0,0.0,7.0,3.0
Tim Boxell,1.0,0.0,7.0,1.0
Reed Cowan,1.0,0.0,5.5,6.0
Steven Greenstreet,1.0,0.0,5.5,6.0
James Dodson,1.0,0.0,6.1,50.0
John Murlowski,1.0,0.0,5.0,15.0
Steve Barron,1.0,0.0,5.0,54.0
Benni Diez,1.0,0.0,4.9,63.0
Danny Perez,1.0,0.0,4.8,40.0
Robby Henson,1.0,0.0,4.8,21.0
Zackary Adler,1.0,0.0,4.5,19.0
Dominic Burns,1.0,0.0,3.1000000000000005,47.0
Carmen Marron,1.0,0.0,4.6,5.0
Jason Stone,1.0,0.0,5.6,88.0
Jerry Rees,1.0,0.0,6.7,93.0
Pascal Chaumeil,1.0,0.0,5.6,194.0
Bruce McCulloch,2.0,0.0,4.850387596899225,129.0
Carter Smith,1.0,0.0,5.6,265.0
Christopher Leitch,1.0,0.0,3.8,46.0
Jim Hanon,1.0,0.0,6.1,15.0
Gideon Raff,1.0,0.0,4.8,36.0
Avi Nesher,1.0,0.0,2.0,1.0
Wayne Thornley,1.0,0.0,5.3,68.0
Gnana Rajasekaran,1.0,0.0,5.0,3.0
Nancy Walker,1.0,0.0,4.9,9.0
Richard Raymond,1.0,0.0,6.5,18.0
Marc Abraham,1.0,0.0,6.3,59.0
Andrucha Waddington,1.0,0.0,6.7,9.0
Dagur Kári,1.0,0.0,6.0,21.0
Kevin Carraway,1.0,0.0,5.3,11.0
Jean Duval,1.0,0.0,3.2,18.0
Dave Borthwick,1.0,0.0,3.2,18.0
Michael Martin,1.0,0.0,5.4,8.0
James Melkonian,1.0,0.0,4.8,10.0
Ron Fricke,1.0,0.0,8.0,167.0
Louis C.K.,1.0,0.0,5.4,43.0
Anthony C. Ferrante,1.0,0.0,3.8,476.0
Tom Walsh,1.0,0.0,0.5,1.0
Salvador Carrasco,1.0,0.0,5.4,4.0
Frank Passingham,1.0,0.0,3.2,18.0
Robert Cary,1.0,0.0,5.8,9.0
Jeremy Sims,1.0,0.0,7.3,40.0
Warren P. Sonoda,1.0,0.0,2.9,7.0
Bruce MacDonald,1.0,0.0,4.4,21.0
Rick de Oliveira,1.0,0.0,3.3,8.0
Jeff Franklin,1.0,0.0,5.4,11.0
Karim Aïnouz,1.0,0.0,6.4,31.0
Daniel Algrant,1.0,0.0,5.5,48.0
Mora Stephens,1.0,0.0,5.5,58.0
Mars Callahan,1.0,0.0,6.5,25.0
Neal Brennan,1.0,0.0,5.4,58.0
Ekachai Uekrongtham,1.0,0.0,5.6,61.0
Robert Lee King,1.0,0.0,6.0,26.0
Jorge Ramírez Suárez,1.0,0.0,8.1,18.0
Dan Ireland,1.0,0.0,4.2,5.0
Tuck Tucker,1.0,0.0,5.6,62.0
Theodore Witcher,1.0,0.0,8.1,12.0
Mark Griffiths,1.0,0.0,5.2,20.0
Patricia Rozema,1.0,0.0,6.4,34.0
Andrew Jarecki,1.0,0.0,5.9,286.0
Peter H. Hunt,1.0,0.0,7.1,20.0
Ruba Nadda,1.0,0.0,5.200000000000001,13.0
Mike Barker,1.0,0.0,6.3,130.0
David Anspaugh,1.0,0.0,5.8,14.0
Matthew Diamond,1.0,0.0,2.2,8.0
Angelo Pizzo,1.0,0.0,6.8,36.0
Sean Byrne,1.0,0.0,6.599999999999999,207.0
Amanda Gusack,1.0,0.0,5.2,10.0
Ruggero Deodato,1.0,0.0,5.1,8.0
Charles Adelman,1.0,0.0,4.6,10.0
Rick Friedberg,1.0,0.0,4.9,147.0
Benny Boom,1.0,0.0,5.3,36.0
Paul J. Lombardi,1.0,0.0,3.6,8.0
Martyn Pick,1.0,0.0,5.2,27.0
John Duigan,1.0,0.0,5.5,14.0
Fred Durst,1.0,0.0,6.5,11.0
Tomas Alfredson,1.0,0.0,6.6,840.0
Joshua Marston,1.0,0.0,6.900000000000001,101.0
Duane Journey,1.0,0.0,4.8,67.0
Roland Suso Richter,1.0,0.0,5.9,62.0
Alan Yuen,1.0,0.0,5.9,43.0
Brandon Cronenberg,1.0,0.0,5.7,112.0
Audrey Wells,1.0,0.0,6.3999999999999995,172.0
Jon Cassar,1.0,0.0,5.8,101.0
Laurence Dunmore,1.0,0.0,5.9,128.0
James Schamus,1.0,0.0,6.8,69.0
Jerry Zaks,1.0,0.0,6.6,124.0
Nathan Frankowski,1.0,0.0,6.799999999999999,47.0
Leon Ichaso,1.0,0.0,5.200000000000001,13.0
Peter Hastings,1.0,0.0,4.3,20.0
Jay Oliva,1.0,0.0,7.900000000000001,419.0
Damon Santostefano,1.0,0.0,5.4,62.0
Jonathan Jakubowicz,1.0,0.0,6.1,109.0
Mark Young,1.0,0.0,5.3,37.0
"Daniel Petrie, Jr.",1.0,0.0,5.0,11.0
Antonio Simoncini,1.0,0.0,3.6,6.0
Rob Hawk,1.0,0.0,3.9,8.0
Charles T. Kanganis,1.0,0.0,4.5,48.0
Michael Dinner,1.0,0.0,6.4,11.0
Eldar Rapaport,1.0,0.0,6.2,15.0
Frank Nissen,1.0,0.0,6.4,88.0
Jessica Bendinger,1.0,0.0,6.3,148.0
Britt Allcroft,1.0,0.0,4.6,8.0
Travis Legge,2.0,-22000.0,3.511111111111111,9.0
Jean-Luc Godard,2.0,-120000.0,7.531972789115645,147.0
Whit Stillman,2.0,-225000.0,6.106666666666667,105.0
